Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Arboriculture,Equipment,2018-08-08,LANDMARK TRADING (STAMFORD) LTD,4702251,236.1,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2018-08-06,ALLSTAR BUSINESS SOLUTIONS LTD,4703947,18.24,AS60046921
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Protective Clothing,2018-08-15,BERENDSEN UK LTD,4703679,331.65,HARROGATE BC CEMETERY
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Computer Consumables,2018-08-06,DASH INFORMATION SYSTEMS LTD,4703998,1145.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-08-06,DR CHRISTIAN LACHMANN,4703925,740,PQ  Dr C Lachmann July 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-08-06,DR R SPENCER,4703927,481,PQ  Dr R Spencer July 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Medical Referees Fees,2018-08-06,DR VIVIENNE JAYNE POSKITT,4703928,1017.50,PQ  Dr V Poskitt July 201 8 monthly payment
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Supplies & Services,2018-08-22,FACULTATIEVE TECHNOLOGIES LTD,4703700,703.74,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-08-15,FALON NAMEPLATES LTD,4703197,310.65,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-08-15,FALON NAMEPLATES LTD,4703197,18,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-08-22,FALON NAMEPLATES LTD,4704246,310.65,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Plaques,2018-08-22,FALON NAMEPLATES LTD,4704246,18,
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Reactive Repairs & Maint - Bldgs,2018-08-08,GARBUTT SERVICES,4702589,1176.00,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Equipment,2018-08-29,LYRECO,4703831,315.3,
Harrogate Borough Council,Supplies and Services,R,Community,Bereavement Services,Other Consultants Fees,2018-08-22,NPS LEEDS LTD,4704183,1998.75,
Harrogate Borough Council,Transport,R,Community,Bereavement Services,Fuel/Oil,2018-08-22,RIX PETROLEUM (HULL) LIMITED,4703420,595.6,Gas Oil
Harrogate Borough Council,Premises,R,Community,Bereavement Services,Bldg Mgmt Recharged Works,2018-08-29,STEPHENSONS MEMORIAL WORKS,4704923,785,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-08-22,TRAVAIL EMPLOYMENT GROUP LTD,4703968,471.24,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-08-15,TRAVAIL EMPLOYMENT GROUP LTD,4704570,471.24,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-08-20,TRAVAIL EMPLOYMENT GROUP LTD,4704701,471.24,
Harrogate Borough Council,Employees,R,Community,Bereavement Services,Temporary Staff,2018-08-29,TRAVAIL EMPLOYMENT GROUP LTD,4705076,471.24,
