Supplier Name,Category Family,Invoice GL Date,Spend
Amalgamated Construction Ltd,General Civils,2021-04-21,172122.45
Amalgamated Construction Ltd,General Civils,2021-04-21,255689.98
Amalgamated Construction Ltd,General Civils,2021-04-21,121687.25
Amalgamated Construction Ltd,General Civils,2021-04-21,259621.87
Amalgamated Construction Ltd,General Civils,2021-04-22,57000.28
Amalgamated Construction Ltd,General Civils,2021-04-22,85808.02
Amalgamated Construction Ltd,General Civils,2021-04-22,72806.25
Amalgamated Construction Ltd,General Civils,2021-04-22,448518.87
Amalgamated Construction Ltd,General Civils,2021-04-22,118723.00
Amalgamated Construction Ltd,General Civils,2021-04-22,861561.70
Amalgamated Construction Ltd,General Civils,2021-04-22,126862.51
Amalgamated Construction Ltd,General Civils,2021-04-22,150664.45
Amalgamated Construction Ltd,General Civils,2021-04-22,569281.60
Amalgamated Construction Ltd,General Civils,2021-04-22,36354.45
Amalgamated Construction Ltd,General Civils,2021-04-22,91406.80
Amalgamated Construction Ltd,General Civils,2021-04-22,46549.55
Amalgamated Construction Ltd,General Civils,2021-04-22,50547.97
Amalgamated Construction Ltd,General Civils,2021-04-22,39887.00
Amalgamated Construction Ltd,General Civils,2021-04-22,74672.52
Amalgamated Construction Ltd,General Civils,2021-04-22,149942.08
Amalgamated Construction Ltd,General Civils,2021-04-22,162531.54
Amalgamated Construction Ltd,General Civils,2021-04-22,167726.95
Amalgamated Construction Ltd,General Civils,2021-04-23,53722.57
Amalgamated Construction Ltd,General Civils,2021-04-23,277390.60
Amalgamated Construction Ltd,General Civils,2021-04-23,49527.19
Amalgamated Construction Ltd,General Civils,2021-04-23,87139.63
Amalgamated Construction Ltd,General Civils,2021-04-23,25322.18
Amalgamated Construction Ltd,General Civils,2021-04-23,53393.04
Amalgamated Construction Ltd,General Civils,2021-04-23,941161.60
Amalgamated Construction Ltd,General Civils,2021-04-26,48405.93
Amalgamated Construction Ltd,General Civils,2021-04-26,33100.31
Amalgamated Construction Ltd,General Civils,2021-04-26,37928.39
Amalgamated Construction Ltd,General Civils,2021-04-26,77578.63
Amalgamated Construction Ltd,General Civils,2021-04-27,116021.21
Amalgamated Construction Ltd,General Civils,2021-04-27,100123.13
Amalgamated Construction Ltd,General Civils,2021-04-28,114281.03
Amalgamated Construction Ltd,General Civils,2021-04-28,32107.97
Amalgamated Construction Ltd,General Civils,2021-04-29,130722.40
Amalgamated Construction Ltd,General Civils,2021-04-29,115764.89
Amalgamated Construction Ltd,General Civils,2021-04-29,139449.81
Amalgamated Construction Ltd,General Civils,2021-04-29,54745.18
Amalgamated Construction Ltd,General Civils,2021-04-30,67405.57
Amalgamated Construction Ltd,Professional Services Direct,2021-04-09,25796.48
Amalgamated Construction Ltd,Professional Services Direct,2021-04-14,47411.09
Amalgamated Construction Ltd,Professional Services Direct,2021-04-14,36297.30
Amalgamated Construction Ltd,Professional Services Direct,2021-04-14,34813.62
Amalgamated Construction Ltd,Signalling,2021-04-01,31496.00
Amalgamated Construction Ltd,Signalling,2021-04-13,287769.91
Amalgamated Construction Ltd,Signalling,2021-04-22,26399.15
Amalgamated Construction Ltd,Telecoms,2021-04-07,85921.55
Amalgamated Construction Ltd,Telecoms,2021-04-07,64571.76
Amalgamated Construction Ltd,Track,2021-04-06,205155.30
Amalgamated Construction Ltd,Track,2021-04-21,115348.02
Amalgamated Construction Ltd,Track,2021-04-28,29029.12
Amalgamated Construction Ltd,Track,2021-04-28,289755.05
Amaro Signalling Ltd,Signalling,2021-04-13,66509.35
Amaro Signalling Ltd,Signalling,2021-04-14,40357.37
Amaro Signalling Ltd,Signalling,2021-04-15,26305.67
Amaro Signalling Ltd,Signalling,2021-04-26,72463.78
Amey OWR Ltd,Professional Services Direct,2021-04-15,186226.04
Amey OWR Ltd,Professional Services Direct,2021-04-15,266212.44
Amey OWR Ltd,Professional Services Direct,2021-04-16,527533.10
Amey OWR Ltd,Professional Services Direct,2021-04-19,1578380.78
Amey Rail Ltd,Buildings,2021-04-14,1774823.39
Amey Rail Ltd,Buildings,2021-04-14,2290218.61
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-06,53085.73
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,160265.31
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,57248.97
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,25485.16
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,28827.58
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,76849.01
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,29064.60
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,42768.52
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-07,68158.99
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-08,157964.47
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-08,253642.72
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-09,210803.00
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-14,200590.00
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-20,95270.83
Amey Rail Ltd,Electrification and Fixed Plant,2021-04-29,143372.85
Amey Rail Ltd,General Civils,2021-04-19,56911.40
Amey Rail Ltd,General Civils,2021-04-27,75348.95
Amey Rail Ltd,Professional Services Direct,2021-04-16,645735.12
Amey Rail Ltd,Professional Services Direct,2021-04-16,979118.53
Amey Rail Ltd,Professional Services Direct,2021-04-16,78451.11
Amey Rail Ltd,Professional Services Direct,2021-04-16,2545179.11
Amey Rail Ltd,Signalling,2021-04-01,57955.52
Amey Rail Ltd,Signalling,2021-04-01,78802.01
Amey Rail Ltd,Signalling,2021-04-06,148449.38
Amey Rail Ltd,Signalling,2021-04-08,1573722.43
Amey Rail Ltd,Signalling,2021-04-16,120414.32
Amey Rail Ltd,Signalling,2021-04-16,49071.75
Amey Rail Ltd,Signalling,2021-04-29,40138.04
Amey Rail Ltd,Track,2021-04-19,104159.78
AmeyInabensa,Electrification and Fixed Plant,2021-04-20,571554.41
AmeyInabensa,Electrification and Fixed Plant,2021-04-20,204983.50
Atkins Ltd,Professional Services Direct,2021-04-08,297651.86
Atkins Ltd,Professional Services Direct,2021-04-22,116989.92
Atkins Ltd,Professional Services Direct,2021-04-23,417077.69
Atkins Ltd,Professional Services Direct,2021-04-26,111074.88
Atkins Ltd,Signalling,2021-04-01,56079.00
Atkins Ltd,Signalling,2021-04-08,464326.35
Atkins Ltd,Signalling,2021-04-08,644847.47
Atkins Ltd,Signalling,2021-04-20,404347.74
Atkins Ltd,Signalling,2021-04-20,249555.25
Atkins Ltd,Signalling,2021-04-22,55730.41
Atkins Ltd,Signalling,2021-04-26,404347.74
Atkins Ltd,Signalling,2021-04-30,379271.24
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-13,220671.75
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,50825.42
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,277996.08
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,29314.79
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,56535.90
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,28854.97
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,233469.61
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-14,82438.46
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-16,52414.99
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-19,37172.50
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-19,51746.82
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-19,34762.32
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-20,84123.20
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-20,155598.01
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-20,141139.62
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-20,136242.78
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-20,28041.00
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-21,31155.87
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-21,77830.50
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,95146.12
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,561116.00
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,39962.05
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,53914.53
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,69269.81
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,77081.00
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-22,188195.39
Atkins Ltd (RS Alliance Use Only),Professional Services Direct,2021-04-27,64498.90
B & M McHugh Ltd,Buildings,2021-04-19,57322.77
B & M McHugh Ltd,Buildings,2021-04-20,120383.98
B & M McHugh Ltd,Buildings,2021-04-20,27415.10
B & M McHugh Ltd,Buildings,2021-04-20,40000.00
B & M McHugh Ltd,Buildings,2021-04-20,42789.76
B & M McHugh Ltd,Buildings,2021-04-20,56099.35
B & M McHugh Ltd,Buildings,2021-04-20,86000.00
B & M McHugh Ltd,Buildings,2021-04-20,37173.13
B & M McHugh Ltd,Buildings,2021-04-20,36357.14
B & M McHugh Ltd,Buildings,2021-04-20,28911.22
B & M McHugh Ltd,Buildings,2021-04-20,45466.46
B & M McHugh Ltd,Buildings,2021-04-20,304459.67
B & M McHugh Ltd,Buildings,2021-04-20,162297.12
B & M McHugh Ltd,Buildings,2021-04-20,219305.31
B & M McHugh Ltd,Buildings,2021-04-20,159164.51
B & M McHugh Ltd,Buildings,2021-04-20,149418.09
B & M McHugh Ltd,Buildings,2021-04-22,79861.27
B & M McHugh Ltd,Buildings,2021-04-22,49972.48
B & M McHugh Ltd,Buildings,2021-04-22,324956.52
B & M McHugh Ltd,Buildings,2021-04-22,1051803.81
B & M McHugh Ltd,Buildings,2021-04-23,66610.10
B & M McHugh Ltd,Buildings,2021-04-23,148798.66
B & M McHugh Ltd,Buildings,2021-04-23,94388.68
B & M McHugh Ltd,Buildings,2021-04-26,36592.26
B & M McHugh Ltd,Buildings,2021-04-27,61479.41
B & M McHugh Ltd,Buildings,2021-04-27,30374.25
B & M McHugh Ltd,Buildings,2021-04-28,60000.00
B & M McHugh Ltd,Buildings,2021-04-28,136770.70
B & M McHugh Ltd,Buildings,2021-04-28,38370.84
B & M McHugh Ltd,Buildings,2021-04-30,409261.16
B & M McHugh Ltd,Electrification and Fixed Plant,2021-04-16,83431.41
B & M McHugh Ltd,Electrification and Fixed Plant,2021-04-20,211336.91
B & M McHugh Ltd,General Civils,2021-04-20,45672.93
BAM Nuttall Ltd,Buildings,2021-04-07,302145.07
BAM Nuttall Ltd,Buildings,2021-04-07,169728.32
BAM Nuttall Ltd,Buildings,2021-04-07,38080.30
BAM Nuttall Ltd,Buildings,2021-04-07,549635.38
BAM Nuttall Ltd,Buildings,2021-04-09,277077.64
BAM Nuttall Ltd,Buildings,2021-04-09,25182.52
BAM Nuttall Ltd,Buildings,2021-04-11,163647.28
BAM Nuttall Ltd,Buildings,2021-04-13,184318.41
BAM Nuttall Ltd,Buildings,2021-04-13,835870.09
BAM Nuttall Ltd,Buildings,2021-04-19,343167.87
BAM Nuttall Ltd,Buildings,2021-04-21,58902.83
BAM Nuttall Ltd,Buildings,2021-04-21,394756.10
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-12,351398.85
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-12,86930.88
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-12,49337.72
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-13,831196.11
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-15,471094.87
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-20,74313.47
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-20,89697.84
BAM Nuttall Ltd,Electrification and Fixed Plant,2021-04-26,81196.97
BAM Nuttall Ltd,General Civils,2021-04-01,427011.03
BAM Nuttall Ltd,General Civils,2021-04-07,98846.61
BAM Nuttall Ltd,General Civils,2021-04-07,380218.76
BAM Nuttall Ltd,General Civils,2021-04-08,129830.09
BAM Nuttall Ltd,General Civils,2021-04-09,250247.61
BAM Nuttall Ltd,General Civils,2021-04-09,139593.50
BAM Nuttall Ltd,General Civils,2021-04-11,379801.23
BAM Nuttall Ltd,General Civils,2021-04-12,60388.58
BAM Nuttall Ltd,General Civils,2021-04-12,830659.83
BAM Nuttall Ltd,General Civils,2021-04-12,2466721.26
BAM Nuttall Ltd,General Civils,2021-04-12,59451.71
BAM Nuttall Ltd,General Civils,2021-04-13,834733.74
BAM Nuttall Ltd,General Civils,2021-04-13,755842.34
BAM Nuttall Ltd,General Civils,2021-04-13,28145.89
BAM Nuttall Ltd,General Civils,2021-04-14,117136.73
BAM Nuttall Ltd,General Civils,2021-04-14,189771.33
BAM Nuttall Ltd,General Civils,2021-04-14,122061.28
BAM Nuttall Ltd,General Civils,2021-04-15,92111.65
BAM Nuttall Ltd,General Civils,2021-04-15,51668.06
BAM Nuttall Ltd,General Civils,2021-04-15,156979.01
BAM Nuttall Ltd,General Civils,2021-04-15,399000.00
BAM Nuttall Ltd,General Civils,2021-04-16,518487.11
BAM Nuttall Ltd,General Civils,2021-04-19,278397.79
BAM Nuttall Ltd,General Civils,2021-04-19,51740.51
BAM Nuttall Ltd,General Civils,2021-04-19,203391.02
BAM Nuttall Ltd,General Civils,2021-04-20,160587.76
BAM Nuttall Ltd,General Civils,2021-04-20,233657.16
BAM Nuttall Ltd,General Civils,2021-04-21,181207.78
BAM Nuttall Ltd,General Civils,2021-04-22,438000.00
BAM Nuttall Ltd,General Civils,2021-04-22,295392.94
BAM Nuttall Ltd,General Civils,2021-04-22,126596.92
BAM Nuttall Ltd,General Civils,2021-04-22,2473498.38
BAM Nuttall Ltd,General Civils,2021-04-22,39706.97
BAM Nuttall Ltd,General Civils,2021-04-22,906300.75
BAM Nuttall Ltd,General Civils,2021-04-26,71265.75
BAM Nuttall Ltd,General Civils,2021-04-27,761695.30
BAM Nuttall Ltd,Professional Services Direct,2021-04-01,168292.23
BAM Nuttall Ltd,Professional Services Direct,2021-04-07,30180.44
BAM Nuttall Ltd,Professional Services Direct,2021-04-07,124960.11
BAM Nuttall Ltd,Professional Services Direct,2021-04-08,95082.75
BAM Nuttall Ltd,Professional Services Direct,2021-04-12,28625.43
BAM Nuttall Ltd,Professional Services Direct,2021-04-12,26022.00
BAM Nuttall Ltd,Professional Services Direct,2021-04-12,35128.57
BAM Nuttall Ltd,Professional Services Direct,2021-04-12,44692.01
BAM Nuttall Ltd,Professional Services Direct,2021-04-12,26477.17
BAM Nuttall Ltd,Professional Services Direct,2021-04-14,37488.79
BAM Nuttall Ltd,Professional Services Direct,2021-04-14,273408.54
BAM Nuttall Ltd,Professional Services Direct,2021-04-14,351491.37
BAM Nuttall Ltd,Professional Services Direct,2021-04-15,76925.31
BAM Nuttall Ltd,Professional Services Direct,2021-04-15,38491.93
BAM Nuttall Ltd,Professional Services Direct,2021-04-16,885408.12
BAM Nuttall Ltd,Professional Services Direct,2021-04-16,1252803.45
BAM Nuttall Ltd,Professional Services Direct,2021-04-16,309397.91
BAM Nuttall Ltd,Professional Services Direct,2021-04-16,1139958.60
BAM Nuttall Ltd,Professional Services Direct,2021-04-16,71701.46
BAM Nuttall Ltd,Professional Services Direct,2021-04-19,26515.43
BAM Nuttall Ltd,Professional Services Direct,2021-04-19,92655.08
BAM Nuttall Ltd,Professional Services Direct,2021-04-19,97533.85
BAM Nuttall Ltd,Professional Services Direct,2021-04-20,62554.34
BAM Nuttall Ltd,Professional Services Direct,2021-04-21,67713.09
BAM Nuttall Ltd,Professional Services Direct,2021-04-22,43263.45
BCM Construction Ltd,Buildings,2021-04-01,434051.02
BCM Construction Ltd,Buildings,2021-04-16,39075.44
BCM Construction Ltd,Buildings,2021-04-18,334427.20
BCM Construction Ltd,Buildings,2021-04-26,65185.20
BCM Construction Ltd,General Civils,2021-04-20,968856.38
Babcock Rail Ltd,Signalling,2021-04-06,196566.93
Babcock Rail Ltd,Signalling,2021-04-08,1442714.01
Babcock Rail Ltd,Signalling,2021-04-09,34680.92
Babcock Rail Ltd,Signalling,2021-04-14,75328.91
Babcock Rail Ltd,Signalling,2021-04-22,367595.53
Babcock Rail Ltd,Signalling,2021-04-24,113867.94
Babcock Rail Ltd,Signalling,2021-04-28,34858.43
Babcock Rail Ltd,Telecoms,2021-04-21,32757.47
Babcock Rail Ltd,Telecoms,2021-04-26,45949.49
Baker Hicks Ltd,Professional Services Direct,2021-04-14,40491.68
Balfour Beatty Civil Engineering Limited,General Civils,2021-04-15,318245.79
Balfour Beatty Kilpatrick Ltd,Electrification and Fixed Plant,2021-04-06,46515.18
Balfour Beatty Kilpatrick Ltd,Electrification and Fixed Plant,2021-04-30,59404.38
Balfour Beatty Rail Ltd,Buildings,2021-04-06,436129.04
Balfour Beatty Rail Ltd,Buildings,2021-04-21,180488.52
Balfour Beatty Rail Ltd,Buildings,2021-04-21,242329.97
Balfour Beatty Rail Ltd,Buildings,2021-04-26,136787.58
Balfour Beatty Rail Ltd,Buildings,2021-04-26,146266.02
Balfour Beatty Rail Ltd,Buildings,2021-04-29,342546.39
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2021-04-15,162870.88
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2021-04-16,391001.69
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2021-04-16,54947.70
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2021-04-17,83173.38
Balfour Beatty Rail Ltd,Electrification and Fixed Plant,2021-04-22,366349.11
Balfour Beatty Rail Ltd,General Civils,2021-04-06,42475.04
Balfour Beatty Rail Ltd,General Civils,2021-04-06,26942.00
Balfour Beatty Rail Ltd,General Civils,2021-04-06,81260.00
Balfour Beatty Rail Ltd,General Civils,2021-04-06,79040.00
Balfour Beatty Rail Ltd,General Civils,2021-04-06,166584.25
Balfour Beatty Rail Ltd,General Civils,2021-04-06,69675.06
Balfour Beatty Rail Ltd,General Civils,2021-04-20,2145676.80
Balfour Beatty Rail Ltd,General Civils,2021-04-28,35812.96
Balfour Beatty Rail Ltd,General Civils,2021-04-29,33400.01
Balfour Beatty Rail Ltd,General Civils,2021-04-29,107555.90
Balfour Beatty Rail Ltd,General Civils,2021-04-29,38373.40
Balfour Beatty Rail Ltd,General Civils,2021-04-29,95934.96
Balfour Beatty Rail Ltd,General Civils,2021-04-29,80427.36
Balfour Beatty Rail Ltd,General Civils,2021-04-29,226171.30
Balfour Beatty Rail Ltd,General Civils,2021-04-30,43457.66
Balfour Beatty Rail Ltd,Professional Services Direct,2021-04-16,33699.34
Balfour Beatty Rail Ltd,Signalling,2021-04-19,289089.00
Balfour Beatty Rail Ltd,Track,2021-04-01,1083375.46
Balfour Beatty Rail Ltd,Track,2021-04-21,87932.23
Balfour Beatty Rail Ltd,Track,2021-04-21,46262.86
Balfour Beatty Rail Ltd,Track,2021-04-26,371575.50
Balfour Beatty Rail Ltd,Track,2021-04-26,25363.17
Balfour Beatty Rail Ltd,Track,2021-04-26,25715.94
Balfour Beatty Rail Ltd,Track,2021-04-26,42481.32
Balfour Beatty Rail Ltd,Track,2021-04-26,26046.93
Balfour Beatty Rail Ltd,Track,2021-04-26,43872.73
Balfour Beatty Rail Ltd,Track,2021-04-26,100997.73
Balfour Beatty Rail Ltd,Track,2021-04-30,216429.00
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-04-09,29476.93
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-04-12,58687.00
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-04-12,381078.94
Balfour Beatty Rail Ltd (RS Alliance Use Only),Track,2021-04-12,213691.16
