Payment Date,Amount,Organisational Unit,Beneficiary Name,Company Number,Charity Number
2021-09-03,45051.65,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-10,83767.95,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-10,30562.39,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-16,27432,CABINET OFFICE,AVIEN LTD,,
2021-09-24,46513.8,CABINET OFFICE,DIGIDENTITY BV,,
2021-09-27,527721.56,CABINET OFFICE,AMAZON WEB SERVICES EMEA SARL,,
2021-09-01,66732.27,CABINET OFFICE,MITIE FM LTD,,
2021-09-01,29890.88,CABINET OFFICE,MITIE FM LTD,,
2021-09-01,81076,CABINET OFFICE,CENTRAL CHANCERY OF THE ORDERS OF KNIGHTHOOD,,
2021-09-01,44117.61,CABINET OFFICE,M&C SAATCHI UK LTD,,
2021-09-01,96632.5,CABINET OFFICE,XANSIUM CONSULTING LTD,,
2021-09-01,139631.18,CABINET OFFICE,KORN FERRY UK LIMITED,,
2021-09-01,27926.24,CABINET OFFICE,KORN FERRY UK LIMITED,,
2021-09-01,70158.95,CABINET OFFICE,GOVERNMENT ACTUARYS DEPARTMENT GAD,,
2021-09-01,59225,CABINET OFFICE,THOUGHTWORKS LTD,,
2021-09-01,40000,CABINET OFFICE,NORTHERN IRELAND OFFICE,,
2021-09-02,49781.86,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,35229.66,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,105218.81,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,90000,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,90000,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,58928.1,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,124010.3,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,103851.79,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,113385.87,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,148494.78,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,42695.73,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,29104.2,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,69851.6,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,70545.81,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,1330597.43,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,139283.77,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,40198.97,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,41650.25,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,76609.51,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,139622.56,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,54542.39,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,37726.98,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,102123.1,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,55697.81,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,47031.65,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,125576.67,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,99923.82,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,119981.03,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,138326.84,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,34836.78,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,29999.23,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,114561.93,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,26580.32,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,131922.21,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,49200.24,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,296584.9,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,63238.85,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,116191.85,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,981656,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,299978.31,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,53417.13,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,141394.55,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,34422.87,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,78685.78,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,80212.34,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,39511.29,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,38462.87,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,78984.33,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,39332.01,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,111471.58,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-02,44593.32,CABINET OFFICE,EXPERIAN LTD,,
2021-09-02,28968.84,CABINET OFFICE,CAPITA BUSINESS SERVICES LTD,,
2021-09-02,45000,CABINET OFFICE,ERNST & YOUNG LLP,,
2021-09-02,60563,CABINET OFFICE,ERNST & YOUNG LLP,,
2021-09-02,123716,CABINET OFFICE,XMA LTD,,
2021-09-02,158338.8,CABINET OFFICE,TRUSTMARQUE SOLUTIONS LTD,,
2021-09-02,42000,CABINET OFFICE,YOUGOV PLC,,
2021-09-02,32290,CABINET OFFICE,YOUGOV PLC,,
2021-09-02,64130,CABINET OFFICE,YOUGOV PLC,,
2021-09-02,90720,CABINET OFFICE,YOUGOV PLC,,
2021-09-02,35140,CABINET OFFICE,SAVANTA GROUP LTD,,
2021-09-02,44265,CABINET OFFICE,VERIFILE LTD,,
2021-09-03,38109.77,CABINET OFFICE,CROWN HOSTING DATA CENTRES LTD,,
2021-09-03,161212,CABINET OFFICE,TRUSTMARQUE SOLUTIONS LTD,,
2021-09-03,42000,CABINET OFFICE,YOUGOV PLC,,
2021-09-03,303180.1,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-03,111303.16,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-03,25094.43,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-03,139753.15,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-03,113185.76,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-03,149966.81,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-03,131808.69,CABINET OFFICE,MANNING GOTTLIEB OMD,,
2021-09-06,96732.5,CABINET OFFICE,XANSIUM CONSULTING LTD,,
2021-09-06,28500,CABINET OFFICE,XANSIUM CONSULTING LTD,,
2021-09-06,39000,CABINET OFFICE,XANSIUM CONSULTING LTD,,
2021-09-06,60637.37,CABINET OFFICE,ENGINE PARTNERS UK LLP,,
2021-09-06,224849.89,CABINET OFFICE,ERNST & YOUNG LLP,,
2021-09-06,1212500,CABINET OFFICE,PALANTIR TECHNOLOGIES UK LTD,,
2021-09-06,242500,CABINET OFFICE,PALANTIR TECHNOLOGIES UK LTD,,
2021-09-06,85282.25,CABINET OFFICE,CALDER WORLD OF TRAVEL,,
2021-09-06,43267.42,CABINET OFFICE,TRUSTMARQUE SOLUTIONS LTD,,
2021-09-06,65800.8,CABINET OFFICE,TRUSTMARQUE SOLUTIONS LTD,,
2021-09-06,99255.25,CABINET OFFICE,GETMAPPING PLC,,
2021-09-07,62730,CABINET OFFICE,ERNST & YOUNG LLP,,
2021-09-07,77902.5,CABINET OFFICE,ERNST & YOUNG LLP,,
2021-09-07,380943.75,CABINET OFFICE,COSTAIN LTD,,
2021-09-07,38235.05,CABINET OFFICE,SHARED SERVICES CONNECTED LTD,,
2021-09-07,69413.47,CABINET OFFICE,SHARED SERVICES CONNECTED LTD,,
2021-09-07,69807.99,CABINET OFFICE,SHARED SERVICES CONNECTED LTD,,
2021-09-07,70549.91,CABINET OFFICE,SHARED SERVICES CONNECTED LTD,,
